remote_inbound_jitter,remote_packetsLost/s,remote_fractionLost,outbound_packetsSent/s,outbound_frameWidth,outbound_frameHeight,outbound_framesPerSecond,outbound_framesSent/s,outbound_totalPacketSentDelay/packetsSent_in_ms,outbound_firCount/s,outbound_bytesSent/s,outbound_nackCount/s,outbound_qpSum/framesEncoded
0.12,1,0.16,17,320,180,4,5.01,69,0,138412,1,100.0
0.1,2,0.12,14,320,180,4,4.01,76,0,110805,1,103.0
0.1,1,0.07,14,320,180,5,4.97,62,0,98910,1,77.2
0.09,2,0.16,17,320,180,5,5.02,69,0,128600,1,64.2
0.08,0,0.0,19,320,180,4,4.97,57,0,139536,1,52.4
0.08,0,0.0,12,320,180,5,4.8,58,0,96231,0,53.4
0.07,0,0.0,30,320,180,6,4.2,111,0,251385,1,51.5
0.1,2,0.0,17,320,180,5,4.0,81,0,135337,1,107.75
0.1,0,0.0,10,320,180,5,3.99,42,0,75258,0,111.0
0.08,1,0.07,17,320,180,5,5.02,67,0,134445,1,103.6
0.08,0,0.0,15,320,180,6,5.02,41,0,125203,1,128.8
0.07,1,0.07,11,320,180,5,4.95,55,0,72457,0,123.0
0.07,0,0.0,16,320,180,4,5.03,50,0,122496,0,96.4
0.07,1,0.0,16,320,180,4,5.02,58,0,116084,0,109.2
0.06,0,0.0,12,320,180,6,3.98,62,0,100432,0,84.0
0.06,0,0.0,10,320,180,5,4.76,49,0,71643,0,71.6
0.05,2,0.13,27,320,180,5,5.66,60,0,225360,1,49.33
0.07,0,0.0,19,320,180,5,5.64,89,0,142489,0,106.2
0.06,0,0.0,13,320,180,5,4.98,37,0,90853,0,92.6
0.05,0,0.0,15,320,180,5,4.12,56,0,120940,0,89.8
0.06,1,0.06,19,320,180,4,4.99,72,0,164402,0,110.25
0.07,0,0.0,17,320,180,4,5.1,56,0,141706,0,101.0
0.06,0,0.0,19,320,180,5,4.99,77,0,138990,0,128.2
0.06,1,0.07,12,320,180,5,4.99,39,0,84646,1,105.6
0.06,1,0.06,19,320,180,4,4.99,79,0,147784,0,93.2
0.06,1,0.05,15,320,180,5,5.02,53,0,110414,1,76.6
0.06,0,0.0,15,320,180,4,5.0,50,0,109777,0,75.8
0.05,3,0.25,13,320,180,5,4.0,38,0,100341,3,52.75
0.05,0,0.0,13,320,180,5,4.99,37,0,87401,0,50.4
0.05,1,0.06,22,320,180,4,4.97,55,0,179533,1,42.0
0.06,1,0.04,18,320,180,4,5.05,62,0,142478,1,52.6
0.05,1,0.07,8,320,180,3,3.99,20,0,52472,1,95.0
0.05,0,0.0,15,320,180,5,4.98,36,0,92645,0,158.4
0.04,0,0.0,11,320,180,3,4.01,44,0,81955,0,121.25
0.05,1,0.06,15,320,180,4,4.6,44,0,117604,1,127.0
0.05,0,0.0,15,320,180,4,4.39,38,0,107795,1,105.25
0.05,1,0.05,18,320,180,4,4.8,50,0,144755,0,104.8
0.05,0,0.0,19,320,180,6,4.7,54,0,155333,0,106.6
0.06,2,0.13,13,320,180,3,3.31,63,0,101899,2,145.0
0.07,0,0.0,15,320,180,3,5.0,65,0,120086,0,124.0
0.06,1,0.07,16,320,180,2,3.0,59,0,136458,1,149.33
0.07,0,0.0,12,320,180,3,4.03,77,0,96576,0,139.5
0.06,0,0.0,11,320,180,6,3.01,58,0,80787,0,116.33
0.06,0,0.0,13,320,180,5,3.95,58,0,105463,0,103.0
0.06,0,0.0,16,320,180,3,5.07,61,0,129889,0,98.6
0.06,1,0.08,15,320,180,4,2.98,70,0,119437,1,71.0
0.06,0,0.0,21,320,180,4,2.83,130,0,186493,0,88.0
0.08,0,0.0,7,320,180,2,2.13,55,0,56459,0,147.0
0.08,0,0.0,15,320,180,3,3.97,70,0,118866,0,112.75
0.08,0,0.0,12,320,180,4,5.04,48,0,87035,0,79.8
0.06,1,0.14,11,320,180,7,4.98,32,0,75910,1,53.2
0.05,1,0.08,15,320,180,6,3.02,95,0,124069,1,45.33
0.07,0,0.0,26,320,180,5,3.94,92,0,213382,0,65.75
0.08,1,0.05,16,320,180,3,3.81,55,0,125526,1,119.5
0.07,0,0.0,9,320,180,5,1.07,84,0,50491,0,171.0
0.08,0,0.0,17,320,180,6,3.0,101,0,141996,0,102.33
0.07,1,0.06,15,320,180,6,4.0,22,0,66939,0,110.75
0.07,0,0.0,17,320,180,6,6.85,40,0,123205,0,80.0
0.06,1,0.06,23,320,180,3,5.78,68,0,185790,2,73.17
0.07,1,0.04,18,320,180,3,5.32,48,0,149345,0,84.0
0.06,1,0.06,13,320,180,3,2.99,103,0,104930,1,92.0
0.07,0,0.0,17,320,180,4,4.91,47,0,112913,0,108.2
0.07,0,0.0,9,320,180,4,5.12,27,0,64751,0,86.0
0.05,0,0.0,16,320,180,4,5.98,39,0,119488,0,52.33
0.05,0,0.0,16,320,180,4,6.02,39,0,122874,0,51.33
0.05,0,0.0,19,320,180,3,2.81,181,0,82290,0,44.33
0.12,2,0.07,22,320,180,4,2.87,142,0,182494,1,62.33
0.12,0,0.0,14,320,180,3,3.38,27,0,64012,0,61.33
0.1,0,0.0,10,320,180,3,3.72,38,0,71935,0,45.75
0.09,2,0.14,20,320,180,4,4.11,48,0,160539,2,38.25
0.09,0,0.0,26,320,180,3,4.17,77,0,222206,0,60.75
0.08,0,0.0,8,320,180,3,0.0,27,0,8860,0,0.0
0.13,1,0.07,28,320,180,2,4.15,47,0,178193,1,84.0
0.13,0,0.0,6,320,180,2,3.01,46,0,43062,0,88.33
0.1,0,0.0,14,320,180,1,3.86,42,0,121327,0,47.75
0.1,0,0.0,10,320,180,2,3.1,46,0,83504,1,52.33
0.09,2,0.05,21,320,180,1,3.81,69,0,183661,1,51.75
0.09,0,0.05,14,320,180,2,4.21,47,0,108526,1,47.75
0.08,1,0.09,23,320,180,4,2.99,79,0,193739,0,33.33
0.07,0,0.0,19,320,180,4,2.78,66,0,162994,0,51.67
0.07,0,0.0,11,320,180,2,2.18,44,0,84912,0,82.0
0.07,1,0.1,23,320,180,3,2.83,75,0,192233,1,83.33
0.08,0,0.0,14,320,180,2,1.05,44,0,77702,0,108.0
0.08,0,0.0,20,320,180,2,2.03,75,0,129177,0,98.0
0.07,0,0.0,20,320,180,3,1.0,1,0,6389,0,76.0
0.07,0,0.0,27,320,180,3,2.0,53,0,160295,1,71.5
0.08,1,0.11,20,320,180,4,3.85,91,0,173438,1,92.5
0.09,1,0.04,12,320,180,3,4.15,29,0,77618,0,68.75
0.08,0,0.0,21,320,180,2,2.0,74,0,178178,0,91.5
0.07,0,0.0,18,320,180,3,3.01,63,0,151529,0,111.33
0.07,1,0.05,11,320,180,3,2.0,7,0,36200,1,165.5
0.07,0,0.0,22,320,180,3,1.99,23,0,76413,0,101.0
0.07,0,0.0,22,320,180,1,4.0,49,0,171349,1,101.0
0.06,1,0.05,10,320,180,1,3.97,30,0,76795,0,111.25
0.06,0,0.0,15,320,180,3,3.03,23,0,31310,0,97.67
0.05,0,0.0,13,320,180,4,2.9,42,0,69709,0,62.0
0.05,0,0.0,11,320,180,5,3.08,21,0,57925,1,59.33
0.05,1,0.12,24,320,180,4,3.95,67,0,157751,1,44.5
0.04,1,0.0,29,320,180,4,3.05,86,0,259022,2,57.33
0.05,3,0.11,15,320,180,4,2.99,44,0,117794,1,124.67
0.06,0,0.0,14,320,180,3,0.95,88,0,117177,1,39.0
0.06,1,0.08,21,320,180,4,1.05,0,0,13468,1,143.0
0.07,1,0.5,21,320,180,4,2.97,5,0,35211,0,89.0
0.06,0,0.0,9,320,180,4,4.02,19,0,65524,0,58.0
0.05,0,0.0,10,320,180,3,4.05,26,0,75552,0,48.75
0.04,0,0.0,12,320,180,3,3.98,31,0,101064,0,36.25
0.04,1,0.07,18,320,180,3,3.99,40,0,138305,1,33.5
0.04,0,0.0,18,320,180,4,4.02,41,0,149431,0,32.5
0.04,0,0.0,9,320,180,4,3.0,53,0,69765,0,41.0
0.04,0,0.0,14,320,180,1,4.0,31,0,109924,1,30.25
0.04,1,0.08,15,320,180,1,4.0,38,0,116832,0,29.0
0.04,0,0.0,16,320,180,1,3.99,29,0,122047,1,28.25
0.04,1,0.07,12,320,180,4,3.0,42,0,101173,0,24.33
0.04,0,0.0,15,320,180,3,4.0,32,0,123151,1,26.25
