remote_inbound_jitter,remote_packetsLost/s,remote_fractionLost,outbound_packetsSent/s,outbound_frameWidth,outbound_frameHeight,outbound_framesPerSecond,outbound_framesSent/s,outbound_totalPacketSentDelay/packetsSent_in_ms,outbound_firCount/s,outbound_bytesSent/s,outbound_nackCount/s,outbound_qpSum/framesEncoded
0.11,0,0.0,0,320,180,1,0.0,0,0,0,0,0.0
0.31,0,0.0,17,320,180,1,2.27,23,0,21738,0,95.33
0.31,0,0.0,14,320,180,4,0.0,0,0,0,0,0.0
0.29,1,0.0,22,320,180,3,1.01,80,0,76815,0,90.0
0.29,2,0.0,23,320,180,4,4.02,176,0,183571,2,77.75
0.28,0,0.0,14,320,180,4,2.97,124,0,104499,0,68.67
0.23,2,0.15,12,320,180,4,4.03,81,0,96415,2,71.5
0.2,0,0.0,10,320,180,4,4.0,99,0,78423,0,61.75
0.18,0,0.0,10,320,180,4,4.0,96,0,67807,0,60.0
0.15,0,0.0,8,320,180,4,3.99,85,0,61278,0,48.25
0.13,1,0.11,11,320,180,4,3.99,96,0,84541,1,41.25
0.11,1,0.09,13,320,180,3,4.0,94,0,97159,2,37.5
0.1,2,0.0,14,320,180,3,4.01,112,0,112455,1,33.5
0.09,1,0.08,11,320,180,4,3.0,107,0,84611,0,32.0
0.09,0,0.0,14,320,180,4,4.0,133,0,107223,0,29.5
0.1,1,0.0,14,320,180,4,3.98,109,0,107166,1,28.0
0.1,1,0.07,16,320,180,4,4.01,121,0,127353,1,25.75
0.1,2,0.13,16,320,180,3,4.0,113,0,119497,2,24.75
0.12,1,0.06,16,320,180,4,4.0,139,0,128882,1,24.0
0.12,2,0.14,17,320,180,4,3.01,122,0,127460,3,29.67
0.11,1,0.1,11,320,180,4,4.0,116,0,79176,1,37.75
0.1,1,0.1,10,320,180,4,3.99,110,0,74874,0,32.25
0.09,0,0.0,12,320,180,2,4.0,126,0,91146,0,30.0
0.09,2,0.16,15,320,180,4,4.01,129,0,117405,1,28.5
0.09,0,0.16,13,320,180,4,0.0,0,0,0,0,0.0
0.13,0,0.0,18,320,180,3,2.0,109,0,86634,1,14.5
0.15,2,0.14,21,320,180,3,4.0,181,0,176985,1,15.75
0.15,2,0.09,20,320,180,3,3.99,203,0,177254,1,18.0
