remote_inbound_jitter,remote_packetsLost/s,remote_fractionLost,outbound_packetsSent/s,outbound_frameWidth,outbound_frameHeight,outbound_framesPerSecond,outbound_framesSent/s,outbound_totalPacketSentDelay/packetsSent_in_ms,outbound_firCount/s,outbound_bytesSent/s,outbound_nackCount/s,outbound_qpSum/framesEncoded
0.11,0,0.28,0,320,180,4,0.0,0,0,0,0,0.0
0.12,5,0.33,22,320,180,8,7.22,49,0,74718,2,91.4
0.12,0,0.33,42,320,180,9,8.06,6,0,34699,0,80.6
0.11,1,0.2,34,320,180,9,9.58,16,1,58383,2,142.78
0.09,2,0.16,44,320,180,2,3.84,2,0,11200,1,112.4
0.06,0,0.0,45,320,180,6,8.51,5,0,19482,0,92.0
0.1,3,0.27,41,320,180,3,4.61,22,0,16098,1,69.5
0.1,0,0.27,25,320,180,7,5.66,51,0,73715,0,56.25
0.13,2,0.0,12,320,180,1,1.01,649,1,98322,2,35.0
0.12,2,0.66,14,320,180,1,0.0,1114,0,111472,3,0.0
0.1,1,0.1,14,320,180,1,0.0,0,0,27298,2,0.0
0.13,3,0.27,6,320,180,1,0.0,0,0,18094,2,0.0
0.13,2,0.2,14,320,180,2,1.0,6,0,19987,1,187.0
0.13,0,0.0,46,320,180,2,0.0,0,0,0,0,0.0
0.13,0,0.0,45,320,180,1,1.0,0,0,100992,1,96.0
0.24,0,0.0,13,320,180,7,1.0,308,0,58538,0,161.0
0.24,0,0.0,30,320,180,10,2.0,53,0,54132,0,129.0
0.24,0,0.0,27,320,180,11,2.0,10,0,41494,1,145.5
0.24,2,0.33,16,320,180,10,0.85,144,2,31409,0,97.0
0.24,0,0.33,99,320,180,7,0.0,0,1,0,0,0.0
0.25,0,0.0,38,320,180,6,7.01,105,5,137557,0,64.43
0.26,0,0.0,35,320,180,6,10.01,76,3,94094,0,52.3
0.3,2,0.0,42,320,180,6,10.99,9,1,84540,2,33.27
0.21,4,0.15,39,320,180,4,9.99,13,0,97176,2,27.1
0.13,1,0.09,24,320,180,6,7.01,121,0,126727,3,123.86
0.08,2,0.14,42,320,180,5,5.99,13,0,64345,0,163.33
0.06,2,0.15,43,320,180,1,6.0,2,0,70730,4,165.67
