remote_inbound_jitter,remote_packetsLost/s,remote_fractionLost,outbound_packetsSent/s,outbound_frameWidth,outbound_frameHeight,outbound_framesPerSecond,outbound_framesSent/s,outbound_totalPacketSentDelay/packetsSent_in_ms,outbound_firCount/s,outbound_bytesSent/s,outbound_nackCount/s,outbound_qpSum/framesEncoded
0.12,2,0.0,77,960,540,4,3.96,99,0,699357,1,52.0
0.12,4,0.06,109,960,540,3,4.03,115,0,999072,5,52.5
0.12,10,0.09,101,960,540,4,3.98,113,0,924470,8,51.75
0.13,8,0.08,78,960,540,4,4.02,93,0,713573,9,50.0
0.14,7,0.09,88,960,540,4,3.98,102,0,793305,5,46.25
0.14,5,0.07,96,960,540,4,4.03,117,0,867597,6,45.5
0.15,5,0.06,87,960,540,4,4.0,103,0,789884,8,40.0
0.15,8,0.09,75,1280,720,3,4.0,137,0,660444,7,145.25
0.15,6,0.07,71,1280,720,4,2.98,113,0,652980,4,127.0
0.14,9,0.11,59,1280,720,4,5.03,63,0,533377,5,118.6
0.13,2,0.05,64,1280,720,4,3.98,59,0,575528,4,104.5
0.12,2,0.04,100,1280,720,4,4.03,83,0,914956,6,85.0
0.11,12,0.15,91,1280,720,4,3.9,83,0,826477,6,79.5
0.11,5,0.05,82,1280,720,3,4.06,73,0,752548,6,73.75
0.11,11,0.25,89,1280,720,3,3.04,91,0,818216,8,65.33
0.11,6,0.07,104,1280,720,4,3.99,92,0,943104,8,64.25
0.12,9,0.0,94,1280,720,3,3.95,121,0,862804,4,51.5
0.12,1,0.01,156,1280,720,3,3.04,147,0,1427352,6,48.0
0.14,8,0.05,106,1280,720,4,3.76,144,0,970759,6,43.25
0.16,5,0.0,167,1280,720,3,4.29,262,0,1527528,7,46.5
0.18,12,0.09,126,1280,720,3,2.83,143,0,1155270,17,48.33
0.18,14,0.13,99,1280,720,4,3.17,204,0,912550,6,42.0
0.19,7,0.07,162,1280,720,4,4.02,176,2,1493140,10,63.0
0.2,15,0.1,169,1280,720,4,3.98,284,4,1555905,7,50.25
0.21,16,0.1,162,1280,720,3,4.01,515,0,1487912,16,69.0
0.22,19,0.13,153,1280,720,3,2.99,229,0,1396061,11,55.33
0.22,5,0.06,113,1280,720,4,4.01,107,0,1045366,9,54.0
0.22,10,0.08,113,1280,720,3,4.99,164,0,1036296,7,63.8
0.21,5,0.04,85,1280,720,4,3.0,126,0,764666,6,60.33
0.2,6,0.0,106,1280,720,4,3.98,154,0,970231,4,63.25
0.19,5,0.05,104,1280,720,3,4.03,141,0,943105,10,58.0
0.19,12,0.13,143,1280,720,3,3.0,345,0,1322925,8,75.67
0.18,7,0.06,143,1280,720,2,3.01,437,0,1316319,8,84.67
0.23,17,0.1,30,1280,720,3,1.3,272,0,277961,9,60.67
0.23,0,0.1,173,1280,720,5,14.4,1237,0,1607445,0,61.0
0.23,0,0.0,162,1280,720,2,2.66,1635,0,1510038,4,48.0
0.24,5,0.04,180,1280,720,3,2.29,1326,0,1664385,6,106.0
0.27,13,0.0,148,1280,720,4,3.0,1633,4,1366974,8,76.0
0.29,14,0.1,136,1280,720,4,3.99,1133,3,1239509,12,63.0
0.3,9,0.07,138,1280,720,3,4.0,1153,1,1266173,8,110.5
0.29,14,0.04,130,1280,720,3,3.0,1374,0,1199808,13,88.67
0.28,9,0.07,128,1280,720,4,3.0,1283,0,1171575,9,96.67
0.29,10,0.08,129,1280,720,3,4.0,712,0,1172139,9,92.75
0.28,9,0.07,127,1280,720,4,3.0,530,0,1167876,9,119.0
0.29,2,0.02,120,1280,720,4,4.0,269,0,1108543,1,97.25
0.27,5,0.05,83,1280,720,3,4.0,135,0,750741,5,99.0
0.24,4,0.05,108,1280,720,4,2.99,172,0,985633,7,87.33
0.23,5,0.05,116,1280,720,4,4.01,197,0,1065576,2,86.0
0.22,12,0.1,128,1280,720,3,3.99,234,0,1169924,12,86.25
0.22,6,0.05,129,1280,720,4,3.02,210,0,1177097,6,79.0
0.23,6,0.05,81,1280,720,3,3.91,116,0,743093,6,84.25
0.22,12,0.13,131,1280,720,4,3.07,295,0,1208362,10,69.67
0.23,8,0.07,140,1280,720,4,4.0,311,0,1288867,7,80.75
0.23,14,0.11,138,1280,720,3,4.0,401,4,1265430,11,99.5
0.23,10,0.0,132,1280,720,3,2.97,465,0,1213736,11,65.67
0.25,12,0.1,133,1280,720,4,3.03,521,0,1225236,11,114.0
0.26,10,0.08,131,1280,720,3,3.96,333,0,1205036,9,90.5
0.25,4,0.0,116,1280,720,4,3.01,219,0,1048949,6,93.33
0.25,5,0.04,111,1280,720,4,3.99,253,0,1016308,5,89.25
0.24,6,0.05,120,1280,720,3,4.02,237,0,1100706,9,90.5
0.24,9,0.0,109,1280,720,3,3.01,193,0,985648,6,99.33
0.23,3,0.04,72,1280,720,3,3.0,112,0,667104,4,82.0
0.23,6,0.06,118,1280,720,3,3.99,217,0,1079544,6,88.25
0.22,15,0.0,121,1280,720,3,3.01,287,0,1108732,13,97.33
0.23,9,0.09,111,1280,720,4,2.99,282,0,1022424,8,90.0
0.24,10,0.09,107,1280,720,4,4.01,264,0,990238,11,96.5
0.24,9,0.08,125,1280,720,4,4.0,332,0,1139382,10,91.75
0.24,9,0.08,124,1280,720,4,3.99,279,0,1134208,8,89.0
0.25,9,0.0,119,1280,720,4,4.0,240,0,1084520,7,99.25
0.23,8,0.08,96,1280,720,3,4.0,161,0,871829,7,98.75
0.22,3,0.04,94,1280,720,3,3.01,174,0,872128,4,93.0
0.21,6,0.07,87,1280,720,3,4.0,153,0,799220,6,103.75
0.2,6,0.07,98,1280,720,3,4.0,168,0,891351,7,98.5
0.2,2,0.12,98,1280,720,3,4.0,181,0,894913,6,96.5
0.2,8,0.08,105,1280,720,3,4.0,195,0,953565,11,98.0
0.2,9,0.09,98,1280,720,4,3.98,209,0,896009,5,100.25
0.2,5,0.05,80,1280,720,4,4.03,161,0,728572,5,101.0
0.2,8,0.03,96,1280,720,4,3.82,186,0,868586,5,99.75
0.19,9,0.1,92,1280,720,4,4.18,202,0,839541,9,101.5
0.2,9,0.11,102,1280,720,4,4.0,211,0,938507,11,99.25
0.2,6,0.07,101,1280,720,4,4.01,251,0,921458,7,101.5
0.21,13,0.13,92,1280,720,4,3.99,233,0,830876,10,103.75
0.21,3,0.04,93,1280,720,4,4.01,233,0,844771,3,107.5
0.21,7,0.07,78,1280,720,3,3.96,182,0,701783,8,118.75
0.2,5,0.08,51,1280,720,3,3.02,121,0,465260,2,104.67
0.19,6,0.11,73,1280,720,3,4.01,133,0,651055,7,106.5
0.19,8,0.12,80,1280,720,3,4.0,180,0,720474,6,107.75
0.18,12,0.17,83,1280,720,4,4.0,212,0,753356,9,106.5
0.19,7,0.09,86,1280,720,4,5.0,240,0,779018,8,113.0
0.19,8,0.1,76,1280,720,3,4.0,232,0,691805,8,122.0
0.19,7,0.12,55,1280,720,4,3.0,152,0,500455,5,112.33
0.19,5,0.1,55,1280,720,4,3.98,189,0,494772,7,121.5
0.18,5,0.11,66,1280,720,4,4.01,154,0,596264,3,122.25
0.18,1,0.0,62,1280,720,3,4.01,172,0,562282,2,123.5
0.17,3,0.05,61,1280,720,3,3.0,152,0,541851,6,117.67
0.17,8,0.14,74,1280,720,4,3.98,207,0,663656,6,109.0
0.18,4,0.05,79,1280,720,3,4.02,250,0,722372,4,115.5
0.19,3,0.04,57,1280,720,4,4.0,186,0,516405,2,123.25
0.19,3,0.05,56,1280,720,3,3.92,204,0,498864,4,118.75
0.18,4,0.08,64,1280,720,4,3.06,197,0,583427,2,117.0
0.18,7,0.11,77,1280,720,1,5.01,226,0,706919,8,117.6
0.18,5,0.08,14,1280,720,4,0.0,137,0,121312,8,0.0
0.18,1,0.06,50,1280,720,3,1.46,250,0,462986,0,68.0
0.19,2,0.05,79,1280,720,4,4.97,327,0,717976,3,86.0
0.21,6,0.08,77,1280,720,3,3.02,696,0,711723,6,101.33
0.21,6,0.09,79,1280,720,3,4.99,906,0,719688,8,110.2
0.22,12,0.17,72,1280,720,3,3.0,1074,0,651681,8,111.67
0.22,8,0.12,72,1280,720,3,3.99,1104,0,643520,8,156.75
0.23,5,0.08,69,1280,720,4,4.0,566,0,595244,4,139.75
0.24,3,0.05,29,1280,720,4,4.01,121,0,260260,3,139.25
0.22,3,0.08,35,1280,720,3,4.0,97,0,308037,2,130.5
0.19,1,0.04,54,1280,720,3,4.0,258,0,480989,2,139.0
0.19,3,0.05,34,1280,720,4,3.06,162,0,297081,6,127.75
0.19,5,0.12,60,1280,720,3,2.84,445,0,547569,2,135.0
0.18,4,0.0,47,1280,720,3,4.01,301,0,425420,1,124.75
0.19,2,0.04,53,1280,720,4,3.03,278,0,481293,6,122.0
0.2,6,0.12,55,1280,720,4,3.98,330,0,487915,4,128.5
0.21,4,0.08,53,1280,720,3,4.0,195,0,476153,4,128.75
0.22,2,0.04,53,1280,720,3,4.03,395,0,473873,1,144.5
0.22,5,0.09,28,1280,720,3,2.92,88,0,250834,5,121.67
0.2,1,0.04,46,1280,720,4,3.09,358,0,414228,2,160.0
0.22,2,0.0,34,1280,720,3,3.0,327,0,310706,0,145.33
0.2,5,0.12,31,1280,720,4,4.99,73,0,265507,5,140.6
0.18,2,0.07,34,1280,720,3,3.0,137,0,295533,1,135.33
0.18,2,0.06,40,1280,720,2,3.99,136,0,350334,3,146.75
0.18,2,0.06,35,1280,720,3,3.01,211,0,310833,1,146.67
0.19,4,0.0,14,1280,720,4,2.0,68,0,122822,3,150.5
0.17,2,0.18,25,1280,720,3,3.0,253,0,223301,0,149.0
0.18,2,0.08,34,1280,720,3,3.99,166,0,308553,4,135.0
0.17,2,0.07,40,1280,720,3,3.01,238,0,356657,1,132.0
0.18,3,0.08,32,1280,720,4,3.0,196,0,279951,3,131.33
0.19,4,0.14,25,1280,720,4,3.0,119,0,215732,3,141.67
0.19,2,0.07,30,1280,720,4,3.96,124,0,253797,3,140.0
0.18,4,0.17,36,1280,720,3,4.0,170,0,321494,2,135.5
0.19,2,0.06,33,1280,720,3,4.0,346,0,285607,1,140.75
0.19,3,0.0,26,1280,720,3,3.01,155,0,227468,2,142.0
0.19,2,0.07,25,1280,720,1,3.02,157,0,219023,3,139.33
