remote_inbound_jitter,remote_packetsLost/s,remote_fractionLost,outbound_packetsSent/s,outbound_frameWidth,outbound_frameHeight,outbound_framesPerSecond,outbound_framesSent/s,outbound_totalPacketSentDelay/packetsSent_in_ms,outbound_firCount/s,outbound_bytesSent/s,outbound_nackCount/s,outbound_qpSum/framesEncoded
0.23,0,0.0,97,1280,720,3,2.96,110,0,886990,0,51.0
0.22,0,0.0,50,1280,720,2,1.97,96,0,459141,0,70.0
0.22,0,0.0,101,1280,720,2,2.06,162,0,928130,0,36.0
0.2,0,0.0,60,1280,720,2,2.99,84,0,553773,0,39.67
0.19,0,0.0,65,1280,720,1,1.01,848,0,607819,0,33.0
0.23,1,0.0,100,1280,720,1,1.38,575,0,927080,3,34.0
0.23,0,0.0,0,1280,720,2,0.0,0,0,0,0,0.0
0.23,0,0.0,0,1280,720,2,15.13,0,0,0,0,52.0
0.34,102,0.41,226,1280,720,2,1.5,166,0,2098384,2,21.0
0.33,0,0.0,167,1280,720,2,2.61,784,0,1554252,0,43.5
0.35,0,0.0,198,1280,720,1,2.2,502,0,1830933,0,26.0
0.37,0,0.0,116,1280,720,1,1.94,261,0,1071411,0,47.5
0.35,0,0.0,66,1280,720,2,1.01,201,0,611675,0,30.0
0.35,0,0.0,180,1280,720,2,2.01,306,0,1665739,0,27.0
0.35,0,0.0,179,1280,720,4,2.94,256,0,1658459,0,100.33
0.32,0,0.0,18,1280,720,3,2.03,68,0,160859,0,208.0
0.3,0,0.0,161,1280,720,4,4.03,172,0,1479355,0,121.25
0.26,0,0.0,77,1280,720,3,3.05,108,0,706284,0,118.67
0.23,0,0.0,84,1280,720,3,3.94,97,0,753452,0,110.5
0.21,0,0.0,82,1280,720,3,2.96,105,0,745575,0,99.67
0.19,0,0.0,69,1280,720,3,3.11,95,0,641252,0,87.67
0.19,1,0.01,117,1280,720,2,2.93,134,0,1073489,1,88.67
0.19,1,0.0,128,1280,720,3,3.01,142,0,1182598,1,74.33
0.19,0,0.0,113,1280,720,2,2.98,144,0,1048993,0,74.0
0.19,0,0.0,77,1280,720,3,3.16,115,0,706843,0,71.0
0.18,0,0.0,147,1280,720,3,1.99,180,0,1363085,0,54.5
0.19,0,0.0,155,1280,720,3,2.87,194,0,1439142,0,62.67
0.21,0,0.0,163,1280,720,3,3.01,201,0,1506841,0,74.0
0.21,0,0.0,152,1280,720,3,2.91,204,0,1409589,0,68.0
0.22,0,0.0,184,1280,720,2,3.07,270,0,1713551,0,84.0
0.23,0,0.0,108,1280,720,3,2.84,266,0,996127,0,109.67
0.21,0,0.0,114,1280,720,4,2.13,187,0,1049297,0,125.5
0.2,0,0.0,113,1280,720,4,3.12,184,0,1050444,0,97.0
0.21,0,0.0,141,1280,720,2,3.03,146,0,1304854,0,135.0
0.18,0,0.0,47,1280,720,3,3.74,71,0,424347,0,167.0
0.16,0,0.0,59,1280,720,4,1.93,122,0,540597,0,138.0
0.15,0,0.0,71,1280,720,3,3.18,104,0,641099,0,111.67
0.14,0,0.0,117,1280,720,4,3.99,114,0,1064630,0,102.5
0.14,0,0.0,91,1280,720,3,2.95,111,0,830724,0,98.0
0.13,0,0.0,106,1280,720,1,4.07,97,0,968859,0,83.75
0.14,0,0.0,121,1280,720,4,2.99,138,0,1120493,0,77.0
0.16,0,0.0,163,1280,720,1,0.99,286,0,1510830,0,78.0
0.17,0,0.0,155,1280,720,1,4.01,124,0,1430552,0,85.5
0.17,0,0.0,14,1280,720,1,0.33,504,3,126011,0,123.0
0.17,0,0.0,0,1280,720,3,0.0,0,0,0,0,0.0
0.17,0,0.0,0,1280,720,3,0.0,0,0,0,0,0.0
0.2,0,0.0,94,1280,720,3,3.12,132,0,861283,0,111.33
0.2,0,0.0,116,1280,720,3,3.11,167,0,1077413,0,59.33
0.2,0,0.0,167,1280,720,2,3.0,134,0,1545683,0,60.67
0.21,0,0.0,182,1280,720,3,3.01,170,0,1681525,0,66.67
0.21,0,0.0,150,1280,720,3,2.06,193,0,1382478,0,61.0
0.2,0,0.0,111,1280,720,3,2.96,140,0,1016869,0,75.0
0.21,0,0.0,157,1280,720,2,2.96,150,0,1457580,0,71.67
0.21,0,0.0,147,1280,720,3,3.01,191,0,1355882,0,75.0
0.2,0,0.0,139,1280,720,3,2.01,166,0,1284763,0,71.5
0.2,0,0.0,76,1280,720,3,3.0,117,0,696717,0,113.33
0.19,0,0.0,122,1280,720,1,3.0,170,0,1122008,0,88.0
0.17,0,0.0,123,1280,720,3,2.98,167,0,1133865,0,87.67
0.17,0,0.0,43,1280,720,3,1.59,125,0,398915,0,72.33
0.17,0,0.0,957,1280,720,2,0.0,1049,0,8915659,0,0.0
0.23,27,0.25,110,1280,720,3,0.98,226,0,1024945,2,55.0
0.24,0,0.0,138,1280,720,3,2.99,158,0,1286114,0,62.67
0.25,0,0.0,245,1280,720,3,3.02,312,0,2265830,0,60.67
0.25,0,0.0,184,1280,720,2,2.09,259,0,1698606,0,57.0
0.24,0,0.0,202,1280,720,3,3.75,163,0,1865445,0,70.75
0.23,0,0.0,113,1280,720,3,3.06,114,0,1042829,0,79.67
0.21,0,0.0,78,1280,720,3,2.98,186,0,707154,0,128.0
0.2,0,0.0,127,1280,720,3,2.0,147,0,1166768,0,87.5
0.18,0,0.0,130,1280,720,2,3.01,145,0,1206278,0,90.67
0.17,0,0.0,78,1280,720,3,3.02,88,0,716969,0,111.0
0.17,0,0.0,139,1280,720,3,2.85,165,0,1279261,0,85.67
0.16,0,0.0,151,1280,720,4,3.13,180,0,1392567,0,77.33
0.16,0,0.0,77,1280,720,4,1.98,99,0,712822,0,95.5
0.17,0,0.0,149,1280,720,3,3.06,164,0,1376605,0,82.0
0.15,0,0.0,148,1280,720,2,2.95,144,0,1365440,0,72.0
0.15,0,0.0,173,1280,720,4,4.07,156,0,1590342,0,76.5
0.14,0,0.0,189,1280,720,4,4.99,199,0,1734253,0,83.0
0.14,0,0.0,176,1280,720,3,3.0,151,0,1617768,0,71.0
0.14,0,0.0,138,1280,720,4,3.01,144,0,1266183,0,83.0
0.14,0,0.0,131,1280,720,4,3.99,132,0,1212119,0,87.25
0.13,0,0.0,95,1280,720,4,4.14,84,0,878092,0,79.75
0.13,0,0.0,144,1280,720,4,2.93,128,0,1323992,0,76.67
0.13,0,0.0,175,1280,720,3,3.9,132,0,1602912,0,61.25
0.13,0,0.0,179,1280,720,3,4.03,127,0,1659947,0,64.25
0.13,0,0.0,178,1280,720,2,4.0,133,0,1645870,0,63.75
0.13,0,0.0,143,1280,720,4,4.05,160,0,1318352,0,72.25
0.13,0,0.0,147,1280,720,3,2.97,141,0,1354213,0,75.67
0.12,0,0.0,130,1280,720,3,3.02,135,0,1200499,0,68.33
0.12,0,0.0,93,1280,720,3,2.11,138,0,857694,0,67.75
0.13,0,0.0,0,1280,720,2,0.0,0,0,0,0,0.0
0.13,0,0.0,0,1280,720,3,0.0,0,0,0,0,0.0
0.13,0,0.0,88,1280,720,3,2.0,118,2,813705,0,80.0
0.13,0,0.0,242,1280,720,3,3.97,181,0,2244002,0,43.0
0.14,0,0.0,185,1280,720,4,3.23,165,0,1703914,0,51.75
0.16,0,0.0,177,1280,720,3,2.87,140,0,1634073,0,64.33
0.16,0,0.0,101,1280,720,4,2.49,221,0,924097,0,122.5
0.15,0,0.0,126,1280,720,4,2.21,154,0,1165988,0,67.5
0.15,0,0.0,68,1280,720,3,4.0,75,0,621852,0,96.0
0.15,0,0.0,176,1280,720,3,2.99,147,0,1620654,0,106.0
0.15,0,0.0,157,1280,720,3,3.01,167,0,1443648,0,78.67
0.14,0,0.0,200,1280,720,4,4.0,182,0,1839641,0,83.25
0.14,0,0.0,184,1280,720,3,3.1,196,0,1694185,0,75.33
0.14,0,0.0,162,1280,720,1,3.99,150,0,1497227,0,84.0
0.14,0,0.0,167,1280,720,3,2.92,135,0,1539635,0,72.33
0.14,0,0.0,107,1280,720,3,2.99,137,0,977663,0,106.0
0.15,0,0.0,189,1280,720,4,3.99,150,0,1737147,0,86.75
0.15,0,0.0,154,1280,720,3,2.98,167,0,1425597,0,83.67
0.14,0,0.0,204,1280,720,3,4.01,148,0,1880552,0,81.25
0.14,0,0.0,137,1280,720,3,2.99,130,0,1256072,0,87.0
0.13,0,0.0,51,1280,720,3,1.8,112,0,474392,0,99.0
0.14,0,0.0,133,1280,720,3,3.31,173,0,1223545,0,77.33
0.13,0,0.0,184,1280,720,4,2.12,144,0,1706956,0,40.5
0.14,0,0.0,197,1280,720,3,3.81,154,0,1828466,0,63.0
0.14,0,0.0,173,1280,720,3,2.96,169,0,1598069,0,95.0
0.15,0,0.0,182,1280,720,3,2.99,159,0,1683899,0,82.67
0.15,0,0.0,165,1280,720,3,3.26,194,0,1525492,1,79.67
0.15,8,0.04,119,1280,720,3,2.86,176,0,1104633,0,88.33
0.16,0,0.0,140,1280,720,3,3.95,198,0,1280345,0,93.5
0.15,0,0.0,128,1280,720,4,4.06,187,0,1168757,0,93.0
0.16,0,0.0,174,1280,720,3,3.0,208,0,1600086,0,107.0
0.16,0,0.0,150,1280,720,3,3.0,234,0,1378583,0,81.67
0.18,0,0.0,163,1280,720,3,3.07,226,0,1501063,0,79.67
0.19,0,0.0,131,1280,720,3,3.03,152,0,1213218,0,74.33
0.18,0,0.0,134,1280,720,2,2.91,241,0,1230124,0,105.0
0.18,0,0.0,182,1280,720,3,2.99,264,0,1681579,0,77.67
0.19,0,0.0,186,1280,720,3,3.94,252,0,1730095,0,87.0
0.2,0,0.0,181,1280,720,3,3.05,215,0,1676118,0,82.0
0.19,0,0.0,136,1280,720,4,2.99,141,0,1258351,0,83.0
0.18,0,0.0,167,1280,720,5,3.17,252,0,1534140,0,124.67
0.19,0,0.0,155,1280,720,6,2.85,231,0,1427510,0,95.67
0.19,0,0.0,157,1280,720,8,2.1,227,0,1460550,0,72.0
0.2,0,0.0,83,1280,720,4,2.99,102,0,769276,0,122.33
0.18,0,0.0,138,1280,720,2,2.73,243,0,1280689,0,78.67
0.19,0,0.0,172,1280,720,2,2.22,180,0,1585844,0,48.5
0.2,0,0.0,199,1280,720,2,4.07,213,0,1824431,0,87.4
0.2,0,0.0,100,1280,720,5,4.57,133,0,922375,0,66.75
0.17,0,0.0,131,1280,720,6,6.38,134,0,1179518,0,57.17
0.14,0,0.0,174,1280,720,5,8.95,118,0,1583750,0,29.67
0.12,0,0.0,188,1280,720,6,4.0,177,0,1733395,0,34.5
0.13,0,0.0,124,1280,720,4,2.01,225,0,1142822,0,96.5
0.15,0,0.0,116,1280,720,3,1.94,201,0,1065596,0,70.0
0.14,0,0.0,74,1280,720,2,2.05,222,0,678687,0,111.5
0.15,0,0.0,151,1280,720,3,5.0,147,0,1389354,0,80.6
0.14,0,0.0,189,1280,720,3,6.29,153,0,1712892,0,44.33
0.13,0,0.0,150,1280,720,3,5.75,131,0,1356897,0,46.17
0.12,0,0.0,210,1280,720,3,6.81,140,0,1934642,0,47.14
0.12,0,0.0,198,1280,720,4,3.24,191,0,1821756,0,72.67
0.14,0,0.0,114,1280,720,3,3.0,152,0,1039407,0,86.67
