remote_inbound_jitter,remote_packetsLost/s,remote_fractionLost,outbound_packetsSent/s,outbound_frameWidth,outbound_frameHeight,outbound_framesPerSecond,outbound_framesSent/s,outbound_totalPacketSentDelay/packetsSent_in_ms,outbound_firCount/s,outbound_bytesSent/s,outbound_nackCount/s,outbound_qpSum/framesEncoded
0.11,0,0.1,0,960,540,5,0.0,0,0,0,0,0.0
0.08,9,0.22,21,960,540,4,6.15,39,0,169607,8,113.45
0.08,0,0.22,24,960,540,4,8.07,44,0,218497,0,93.0
0.08,2,0.12,22,960,540,6,6.05,59,1,178659,3,100.83
0.06,5,0.21,32,960,540,7,6.98,142,0,268965,3,100.43
0.06,2,0.0,29,960,540,6,5.99,185,0,246180,4,124.83
0.06,5,0.2,33,960,540,4,3.94,197,2,270288,5,147.25
0.07,2,0.1,13,960,540,4,4.07,185,3,90546,2,184.25
0.1,7,0.22,20,960,540,5,5.0,48,0,161436,6,140.2
0.12,6,0.35,31,960,540,2,2.0,357,0,262054,3,163.0
0.09,1,0.12,30,960,540,2,2.01,346,0,270581,1,152.5
0.1,6,0.23,15,960,540,2,2.01,46,0,122877,6,200.0
0.14,3,0.11,17,960,540,2,2.0,188,0,151319,3,167.0
0.17,2,0.14,18,960,540,1,1.0,224,0,157260,1,201.0
0.16,5,0.38,28,960,540,2,1.99,497,0,253422,4,136.5
0.17,3,0.25,29,960,540,2,0.0,894,0,268063,4,0.0
0.19,6,0.33,22,960,540,1,0.0,1422,0,202385,4,0.0
0.2,4,0.15,9,960,540,2,0.0,0,0,80225,4,0.0
0.2,5,0.23,4,960,540,3,0.0,0,0,37306,3,0.0
0.2,0,0.0,0,960,540,3,0.0,0,0,0,0,0.0
0.2,0,0.0,0,960,540,3,0.0,0,0,0,0,0.0
0.2,0,0.0,0,960,540,3,0.0,0,0,0,0,0.0
0.2,0,0.0,0,960,540,3,0.0,0,0,0,0,0.0
0.2,0,0.0,0,960,540,4,0.0,0,0,0,0,0.0
0.2,0,0.0,16,960,540,2,2.0,182,0,123273,0,163.5
0.2,0,0.0,10,960,540,2,1.0,866,0,90297,0,204.0
0.31,2,0.14,19,960,540,3,2.0,1086,4,162631,0,115.5
0.31,0,0.0,97,960,540,4,3.0,384,4,889240,0,118.33
0.31,3,0.0,67,1280,720,3,2.94,102,7,616884,0,98.67
0.35,2,0.11,72,1280,720,3,3.04,116,2,659309,12,108.0
0.34,20,0.2,97,1280,720,3,3.01,141,0,889681,9,115.67
0.3,18,0.27,81,1280,720,3,2.99,159,0,742275,5,113.67
0.28,12,0.2,63,1280,720,2,4.02,69,0,569874,22,106.75
0.26,20,0.24,83,1280,720,2,1.98,118,0,740542,15,196.0
0.25,17,0.23,84,1280,720,2,3.02,181,0,777228,8,152.67
0.22,11,0.28,74,1280,720,3,3.0,340,3,671070,7,163.67
0.22,11,0.17,46,1280,720,2,3.96,114,0,403256,6,182.5
0.21,6,0.09,68,1280,720,1,3.04,117,0,618791,11,162.0
0.22,14,0.0,51,1280,720,1,3.01,200,0,460202,3,157.0
0.2,4,0.1,86,1280,720,1,2.99,148,0,776371,13,136.0
0.19,18,0.33,72,1280,720,4,3.0,314,0,665526,5,153.67
0.18,4,0.08,85,1280,720,3,2.0,301,0,773661,13,177.5
0.19,17,0.24,61,1280,720,3,2.99,266,0,550330,11,176.33
0.21,13,0.0,80,1280,720,3,1.99,197,0,720363,13,140.0
0.23,17,0.23,47,1280,720,3,3.02,214,0,428582,7,196.67
0.24,13,0.17,60,1280,720,4,1.99,234,5,551252,6,136.0
0.26,6,0.12,32,1280,720,1,1.0,437,4,285571,4,200.0
0.26,9,0.22,19,1280,720,2,1.0,41,2,175231,9,119.0
