remote_inbound_jitter,remote_packetsLost/s,remote_fractionLost,outbound_packetsSent/s,outbound_frameWidth,outbound_frameHeight,outbound_framesPerSecond,outbound_framesSent/s,outbound_totalPacketSentDelay/packetsSent_in_ms,outbound_firCount/s,outbound_bytesSent/s,outbound_nackCount/s,outbound_qpSum/framesEncoded
0.3,0,0.0,140,320,180,3,3.02,1,0,33126,0,112.67
0.27,2,0.0,86,320,180,2,3.0,41,3,176215,1,82.67
0.23,1,0.2,139,320,180,5,2.0,1,2,25457,0,127.0
0.22,0,0.0,128,320,180,3,4.93,3,0,63036,1,123.2
0.2,1,0.33,127,320,180,3,3.05,1,0,48827,2,178.67
0.16,2,0.22,122,320,180,2,3.0,3,1,42695,0,113.0
0.13,0,0.0,79,320,180,3,2.0,52,0,146047,0,75.0
0.12,0,0.0,120,320,180,4,3.0,0,0,42156,3,141.0
0.14,4,0.23,126,320,180,3,3.99,0,0,12879,0,102.5
0.11,0,0.0,122,320,180,3,3.01,0,0,10743,0,81.0
0.09,0,0.0,110,320,180,3,3.0,1,0,13956,0,89.0
0.08,0,0.0,108,320,180,3,2.98,1,0,24697,1,63.67
0.07,2,0.5,106,320,180,3,3.02,1,0,17922,1,70.33
0.06,0,0.0,93,320,180,3,2.99,2,0,41576,1,46.33
0.05,1,0.25,100,320,180,4,2.96,3,0,33890,1,54.0
0.05,0,0.0,77,320,180,3,4.04,8,0,73602,0,41.5
0.05,0,0.0,66,320,180,4,3.02,14,0,87424,0,32.0
0.06,0,0.0,72,320,180,4,3.97,9,0,81950,0,34.75
0.06,0,0.0,69,320,180,3,3.99,8,0,74010,1,32.75
0.06,2,0.2,53,320,180,3,3.03,16,0,95612,1,32.0
0.06,1,0.0,61,320,180,3,2.99,14,0,78500,1,24.0
0.06,1,0.12,58,320,180,3,3.02,10,0,76163,1,27.67
0.07,0,0.0,59,320,180,2,2.99,15,0,88226,1,20.67
0.07,1,0.08,51,320,180,3,2.0,29,0,98563,0,20.5
0.07,0,0.0,50,320,180,3,2.97,23,0,95324,1,21.67
0.08,0,0.0,38,320,180,3,3.03,38,0,126030,2,17.67
0.08,2,0.13,48,320,180,3,3.0,23,0,103500,2,19.33
0.1,2,0.18,38,320,180,3,3.0,28,0,104508,2,23.33
0.11,1,0.11,58,320,180,3,2.99,11,0,58438,1,42.0
0.12,0,0.0,51,320,180,3,3.02,13,0,64077,0,26.67
0.1,1,0.16,54,320,180,3,2.84,8,0,60068,1,23.0
0.1,0,0.0,33,320,180,4,3.17,47,0,97350,0,21.33
0.1,2,0.18,35,320,180,3,3.98,37,0,105528,3,21.25
0.1,2,0.15,32,320,180,3,3.02,28,0,83918,2,24.0
0.1,1,0.1,35,320,180,3,2.99,30,0,80995,1,22.33
0.1,0,0.0,38,320,180,4,3.0,27,0,71642,1,22.33
0.1,0,0.0,38,320,180,1,4.01,12,0,65789,0,23.0
0.1,3,0.23,14,320,180,2,1.0,326,6,124803,0,8.0
0.11,0,0.0,33,320,180,2,0.0,140,4,45741,0,0.0
0.11,1,0.08,52,320,180,1,0.99,0,0,9868,1,79.0
0.16,1,0.5,52,320,180,2,2.01,1,0,11872,1,67.0
0.16,0,0.0,50,320,180,3,0.0,0,0,0,0,0.0
0.14,0,0.0,28,320,180,3,2.0,72,3,69376,0,36.5
0.14,0,0.0,22,320,180,3,1.0,228,3,55915,0,83.0
0.13,0,0.0,47,320,180,2,0.0,0,0,0,0,0.0
0.13,0,0.0,45,320,180,3,1.99,2,0,2711,0,70.0
0.17,1,0.33,43,320,180,3,3.01,2,0,9558,0,65.67
0.16,0,0.0,39,320,180,3,3.01,4,0,21533,0,47.67
0.14,1,0.33,40,320,180,4,3.0,4,0,19481,0,47.67
0.13,1,0.25,37,320,180,3,2.99,11,0,35864,1,35.0
0.13,1,0.16,31,320,180,4,2.99,13,0,33260,0,41.33
0.13,0,0.0,36,320,180,3,3.0,6,0,30000,0,37.67
0.11,0,0.0,34,320,180,3,2.98,7,0,33361,0,35.33
0.1,0,0.0,31,320,180,3,4.05,12,0,42573,0,31.75
0.09,1,0.16,28,320,180,3,3.0,22,0,50471,0,31.33
0.08,1,0.12,30,320,180,3,4.0,14,0,56208,1,30.75
0.09,3,0.33,15,320,180,3,2.98,95,0,73762,2,35.33
0.08,0,0.0,25,320,180,4,3.01,32,0,61036,1,28.67
0.09,1,0.14,24,320,180,3,3.0,48,0,72109,1,33.67
0.09,1,0.25,28,320,180,1,3.01,39,0,52965,2,63.33
0.09,1,0.14,31,320,180,2,3.0,21,0,37734,1,39.33
0.11,0,0.0,21,320,180,1,4.0,32,0,70444,1,29.75
0.11,1,0.14,26,320,180,1,4.01,29,0,55439,0,33.5
0.1,0,0.0,24,320,180,1,2.98,34,0,61367,0,42.67
0.09,2,0.14,42,320,180,1,0.82,1,0,11583,2,41.0
0.09,0,0.14,50,320,180,2,0.0,0,0,0,0,0.0
0.09,0,0.0,26,320,180,3,1.98,10,0,32008,0,14.0
0.11,0,0.0,19,320,180,1,1.99,81,0,67040,0,23.5
0.11,0,0.0,14,320,180,1,2.01,217,1,97052,1,14.0
0.13,1,0.0,8,320,180,1,1.0,1115,1,73334,0,40.0
0.12,0,0.0,39,320,180,1,0.99,52,0,30682,0,34.0
0.12,0,0.0,13,320,180,2,1.01,364,0,119490,0,33.0
0.21,0,0.0,13,320,180,1,2.0,524,0,107772,2,208.0
0.23,2,0.2,19,320,180,2,3.0,76,0,92934,1,153.33
0.23,1,0.0,21,320,180,1,1.0,104,1,79036,2,21.0
0.25,2,0.25,11,320,180,2,0.0,857,0,97619,1,0.0
0.27,0,0.0,34,320,180,1,0.0,0,0,0,0,0.0
0.27,0,0.0,0,320,180,1,0.0,0,0,0,0,0.0
0.27,0,0.0,40,320,180,1,1.0,6,0,18876,0,194.0
0.33,0,0.0,30,320,180,2,0.99,60,1,126545,0,17.0
0.33,0,0.0,38,320,180,1,0.0,92,0,176140,0,0.0
0.31,0,0.0,194,1280,720,1,3.0,486,0,1787758,0,8.0
0.36,10,0.11,101,1280,720,1,0.0,1165,0,943934,8,0.0
0.36,14,0.08,72,640,360,2,2.01,5,1,546934,13,105.5
0.43,3,0.12,125,640,360,6,4.0,198,2,1147823,4,61.0
0.41,3,0.06,135,1280,720,5,2.99,474,2,1244266,4,25.0
0.4,14,0.12,119,1280,720,2,0.0,1307,0,1109900,12,0.0
0.4,12,0.09,71,1280,720,2,0.0,0,0,665800,13,0.0
0.4,4,0.05,113,1280,720,2,4.98,56,0,1020516,4,64.8
0.4,0,0.0,130,1280,720,3,2.99,677,0,1199226,2,105.67
0.49,2,0.07,129,1280,720,4,0.0,1319,0,1190865,4,0.0
0.47,4,0.04,115,1280,720,5,1.98,1393,0,1064909,13,102.5
0.47,15,0.11,121,640,360,6,5.04,563,6,1116676,1,62.6
0.51,9,0.08,159,1280,720,4,3.01,799,10,1435963,0,30.67
0.6,11,0.1,173,640,360,5,2.0,1367,6,1604572,6,28.5
0.56,28,0.08,98,640,360,5,0.0,1092,0,904078,13,0.0
0.64,11,0.08,10,640,360,3,0.0,0,0,91971,9,0.0
0.64,2,0.06,75,320,180,5,0.98,2,0,675655,2,135.0
0.64,0,0.0,106,640,360,4,4.07,334,0,976307,0,42.0
0.66,0,0.0,85,640,360,2,0.0,62,0,768961,1,0.0
0.63,5,0.05,98,640,360,3,2.01,42,0,891146,3,93.0
0.63,0,0.0,91,640,360,1,2.0,61,1,802442,0,97.0
0.6,4,0.1,95,640,360,1,2.0,258,3,856301,4,8.0
0.59,1,0.2,87,640,360,4,3.95,125,3,770047,4,83.75
0.56,8,0.09,99,640,360,5,13.18,38,0,761228,4,123.08
0.52,5,0.0,88,640,360,2,10.95,120,0,770189,4,96.64
0.37,7,0.14,86,640,360,1,3.82,17,0,719215,6,116.0
0.3,2,0.03,83,640,360,1,4.21,196,1,735618,2,56.5
0.27,3,0.25,77,640,360,1,4.01,19,0,679266,2,93.75
0.27,3,0.11,77,640,360,1,6.01,46,0,662452,3,81.17
