remote_inbound_jitter,remote_packetsLost/s,remote_fractionLost,outbound_packetsSent/s,outbound_frameWidth,outbound_frameHeight,outbound_framesPerSecond,outbound_framesSent/s,outbound_totalPacketSentDelay/packetsSent_in_ms,outbound_firCount/s,outbound_bytesSent/s,outbound_nackCount/s,outbound_qpSum/framesEncoded
0.17,0,0.16,0,1280,720,3,0.0,0,0,0,0,0.0
0.2,0,0.0,11,1280,720,3,2.71,26,0,71091,0,153.25
0.2,0,0.0,35,1280,720,4,2.32,341,0,317665,0,109.0
0.17,0,0.0,35,1280,720,1,3.99,791,0,320196,4,120.5
0.2,10,0.18,37,1280,720,3,2.9,1153,0,332683,6,113.4
0.2,0,0.18,33,1280,720,1,3.72,1454,0,294044,1,122.0
0.18,3,0.09,35,1280,720,1,2.99,1050,0,305623,3,103.67
0.16,6,0.23,49,1280,720,2,0.0,1085,0,446093,7,0.0
0.23,5,0.12,53,1280,720,4,1.0,1447,0,481187,4,118.0
0.24,4,0.09,39,1280,720,3,0.0,1316,0,356191,3,0.0
0.31,1,0.02,19,1280,720,3,0.0,1343,0,177267,5,0.0
0.31,5,0.0,1,1280,720,4,0.0,0,0,5705,1,0.0
0.31,0,0.0,0,1280,720,4,0.0,0,0,0,0,0.0
0.31,0,0.0,0,1280,720,4,0.0,0,0,0,0,0.0
0.31,0,0.0,17,1280,720,3,1.46,40,0,125923,0,160.0
0.31,0,0.0,57,1280,720,4,2.0,418,0,518037,2,104.5
0.39,3,0.25,108,1280,720,3,4.0,172,3,985133,8,106.75
0.39,15,0.14,90,1280,720,4,3.0,181,0,820476,18,109.0
0.36,14,0.16,94,1280,720,2,4.0,243,0,856401,10,113.25
0.32,15,0.21,86,1280,720,2,4.0,169,0,776748,13,104.25
0.3,12,0.18,78,1280,720,3,4.0,270,0,717869,12,132.5
0.29,12,0.5,43,1280,720,2,4.0,134,0,376598,6,122.5
0.26,6,0.11,51,1280,720,4,3.0,129,0,459047,9,112.33
0.23,8,0.27,53,1280,720,3,4.0,138,0,474977,7,121.0
0.23,8,0.15,39,1280,720,3,3.0,123,0,341066,3,97.67
0.22,5,0.13,54,1280,720,3,4.01,217,0,487106,5,109.5
0.22,6,0.14,49,1280,720,4,1.0,472,0,450489,9,175.0
0.22,12,0.28,34,1280,720,4,2.99,464,0,299663,8,166.0
0.25,5,0.14,36,1280,720,4,3.0,232,0,311516,2,146.0
0.24,1,0.04,15,1280,720,4,2.0,70,0,133505,4,153.0
0.24,4,0.17,16,1280,720,1,3.99,50,0,132807,1,156.25
0.22,1,0.11,25,1280,720,1,3.0,165,0,219474,1,159.0
0.19,3,0.16,9,1280,720,2,3.01,101,0,69796,1,174.67
0.18,1,0.0,17,1280,720,1,3.0,163,0,152576,2,158.33
0.18,3,0.33,23,1280,720,1,3.99,156,0,190378,1,157.5
0.17,1,0.05,18,1280,720,1,4.0,81,0,147621,0,162.25
0.16,2,0.1,19,1280,720,1,3.99,186,0,156097,1,164.25
0.14,1,0.0,23,1280,720,1,4.01,104,0,202228,3,157.25
0.15,3,0.13,20,1280,720,1,1.23,733,0,171865,2,143.0
0.15,2,0.0,8,1280,720,1,2.72,5,1,57870,1,188.0
0.19,0,0.0,12,1280,720,2,1.0,283,3,108497,1,189.0
0.26,0,0.0,22,1280,720,1,3.01,623,1,200740,1,156.0
0.26,1,0.05,25,1280,720,1,0.96,1008,0,228217,5,139.0
0.26,4,0.16,25,1280,720,2,1.04,1178,0,220583,2,201.0
0.27,1,0.0,20,1280,720,1,1.0,977,2,173115,3,178.0
0.35,3,0.18,16,1280,720,1,0.0,732,1,143013,4,0.0
0.37,3,0.21,3,1280,720,1,1.0,65,0,18902,1,182.0
0.43,1,0.11,2,1280,720,1,0.0,0,0,15280,2,0.0
0.43,0,0.0,2,1280,720,1,1.0,70,2,17057,0,208.0
0.43,0,0.0,20,1280,720,1,0.0,325,1,156526,2,0.0
0.41,2,0.25,3,1280,720,1,1.0,28,0,20758,0,208.0
0.41,0,0.0,1,1280,720,1,0.0,0,0,8553,1,0.0
0.43,1,0.0,0,1280,720,2,0.0,0,0,0,0,0.0
0.43,0,0.0,0,1280,720,1,0.0,0,0,0,0,0.0
0.43,0,0.0,0,1280,720,4,0.0,0,0,0,0,0.0
0.43,0,0.0,0,960,540,3,0.0,0,0,0,0,0.0
0.43,0,0.0,1,960,540,4,1.0,22,0,8931,0,208.0
0.43,0,0.0,16,960,540,2,1.94,102,1,107726,0,208.0
0.41,1,0.16,9,960,540,3,1.03,655,3,82332,0,208.0
0.4,1,0.0,10,960,540,4,0.0,1310,0,87371,0,0.0
0.4,1,0.1,8,960,540,3,1.0,1147,0,69256,2,208.0
0.4,1,0.14,0,960,540,3,0.0,0,0,0,0,0.0
0.5,0,0.0,6,960,540,4,2.0,142,0,46809,0,183.5
0.45,0,0.0,9,960,540,4,1.0,435,0,75104,0,208.0
0.47,1,0.11,1,960,540,4,0.0,0,0,8963,1,0.0
0.47,0,0.0,2,960,540,1,1.0,54,0,14495,0,204.0
0.46,0,0.0,3,960,540,2,1.15,285,0,26328,0,194.67
0.44,0,0.0,17,960,540,3,0.0,547,0,154947,0,0.0
0.45,0,0.0,9,960,540,2,0.0,768,0,84229,0,0.0
0.46,0,0.0,8,960,540,4,1.0,395,1,71040,0,195.0
0.48,2,0.25,6,960,540,4,0.0,684,0,53357,2,0.0
0.48,1,0.16,0,960,540,4,0.0,0,0,0,0,0.0
0.48,0,0.0,4,960,540,3,1.05,146,0,30017,0,204.0
0.52,1,0.0,6,640,360,3,0.61,613,1,48228,1,208.0
0.52,0,0.0,5,640,360,3,0.0,898,0,48717,0,0.0
0.5,2,0.5,2,640,360,3,0.0,0,0,18016,2,0.0
0.5,0,0.0,12,640,360,4,2.0,67,0,62359,0,208.0
0.49,1,0.25,11,640,360,4,1.0,60,0,95444,0,132.0
0.47,1,0.0,42,640,360,4,4.02,85,1,373922,0,129.75
0.39,4,0.1,12,640,360,3,2.98,33,1,88278,2,130.33
0.33,3,0.18,13,640,360,4,4.02,43,0,105222,1,111.5
0.28,1,0.08,15,640,360,4,1.23,64,0,133141,2,103.0
0.25,2,0.12,11,640,360,4,0.0,0,0,90479,2,0.0
0.28,5,0.5,30,640,360,4,2.0,85,1,265830,2,90.5
0.3,2,0.1,48,640,360,4,3.0,117,2,418472,5,95.67
0.29,7,0.14,40,640,360,1,4.01,90,0,355164,4,85.75
0.27,2,0.1,25,640,360,2,3.0,57,0,222323,4,75.33
0.24,3,0.13,24,640,360,1,3.99,46,0,201402,2,71.25
0.2,4,0.0,24,640,360,1,4.01,52,0,196241,3,55.5
0.17,4,0.21,25,640,360,1,3.0,77,0,209608,2,54.67
0.16,2,0.5,33,640,360,1,3.96,258,0,286016,1,51.0
0.14,7,0.29,39,640,360,1,0.0,756,0,354514,9,0.0
0.15,6,0.18,35,640,360,3,1.0,1489,0,322458,3,171.0
0.15,2,0.06,11,640,360,2,2.0,234,0,92309,1,127.0
0.24,1,0.07,26,640,360,2,2.99,191,0,217867,1,142.67
0.26,3,0.12,10,640,360,3,2.01,64,0,77386,0,119.5
0.24,0,0.0,14,640,360,1,3.99,47,0,107725,1,107.5
0.2,2,0.14,18,640,360,3,4.0,110,0,146902,0,90.75
0.17,0,0.0,14,640,360,2,4.0,69,0,106357,0,83.75
0.16,1,0.06,21,640,360,1,4.0,88,0,176579,2,59.75
0.15,4,0.19,22,640,360,2,3.96,85,0,171976,5,69.25
0.13,3,0.18,20,640,360,3,4.03,107,0,170043,3,67.25
0.13,4,0.28,13,640,360,3,3.01,74,0,111712,4,102.67
0.14,4,0.25,12,640,360,3,3.95,94,0,98201,0,84.75
0.14,0,0.0,10,640,360,1,4.06,109,0,74305,0,103.0
0.13,1,0.09,9,640,360,2,3.99,57,0,60372,1,93.25
0.11,2,0.0,10,640,360,3,2.99,119,0,72580,0,89.0
0.1,0,0.0,12,640,360,1,4.02,109,0,99662,0,76.25
0.11,0,0.0,14,640,360,2,3.98,105,0,111993,1,69.0
0.11,5,0.31,17,640,360,4,3.02,142,0,129075,1,77.67
0.11,3,0.23,14,640,360,1,3.97,166,0,107839,2,90.5
0.12,3,0.0,12,640,360,4,4.01,161,0,81382,3,93.75
0.12,1,0.12,16,640,360,3,1.0,447,0,135111,1,93.0
0.12,3,0.21,18,640,360,4,0.0,1145,0,158939,3,0.0
0.12,0,0.0,4,640,360,3,0.0,1896,0,35782,0,0.0
0.12,0,0.0,0,640,360,4,0.0,0,0,0,0,0.0
0.12,0,0.0,11,640,360,3,2.0,75,0,75148,0,123.5
0.24,3,0.37,8,640,360,3,0.0,725,1,71668,1,0.0
0.24,1,0.2,12,640,360,3,1.0,1226,3,106694,2,146.0
0.24,2,0.2,10,640,360,3,0.99,1022,2,89213,2,169.0
0.3,1,0.11,10,640,360,3,0.0,1231,0,90665,0,0.0
0.35,3,0.33,4,640,360,2,0.0,377,0,36139,3,0.0
0.35,1,0.0,0,640,360,1,0.0,0,0,0,0,0.0
0.35,0,0.0,0,640,360,1,0.0,0,0,0,0,0.0
0.35,0,0.0,6,640,360,2,1.0,327,3,51587,0,173.0
0.42,0,0.0,3,640,360,1,0.0,794,0,25683,0,0.0
0.42,0,0.0,0,480,270,4,0.0,0,0,0,0,0.0
0.42,0,0.0,0,480,270,7,0.0,0,1,0,0,0.0
0.42,0,0.0,17,480,270,7,0.99,54,2,61656,0,189.0
0.45,0,0.0,4,480,270,6,1.0,248,0,32509,0,208.0
0.43,0,0.0,6,480,270,5,3.02,27,0,29713,1,208.0
0.38,1,0.0,5,480,270,6,1.99,113,0,32434,0,199.5
0.36,0,0.0,4,480,270,1,2.01,70,0,24999,0,173.5
0.33,1,0.2,10,480,270,1,3.0,203,0,71026,0,180.33
