remote_inbound_jitter,remote_packetsLost/s,remote_fractionLost,outbound_packetsSent/s,outbound_frameWidth,outbound_frameHeight,outbound_framesPerSecond,outbound_framesSent/s,outbound_totalPacketSentDelay/packetsSent_in_ms,outbound_firCount/s,outbound_bytesSent/s,outbound_nackCount/s,outbound_qpSum/framesEncoded
0.09,5,0.62,6,320,180,3,2.98,304,3,28648,0,93.33
0.08,1,0.0,9,320,180,4,4.05,81,3,52607,1,51.0
0.09,1,0.16,4,320,180,3,2.93,90,0,15522,0,63.33
0.11,2,0.4,6,320,180,4,4.08,25,0,31420,1,54.75
0.1,3,0.0,9,320,180,6,5.86,39,0,46185,2,53.33
0.12,1,0.5,9,320,180,6,6.11,56,0,32825,1,58.0
0.1,1,0.2,8,320,180,6,5.02,22,0,36861,1,48.2
0.09,3,0.3,8,320,180,5,4.95,29,0,33386,1,53.6
0.08,1,0.2,10,320,180,2,2.02,178,1,63714,1,38.0
0.08,4,0.44,6,320,180,3,3.0,137,0,21440,3,76.67
0.08,3,0.5,4,320,180,5,4.0,10,0,9786,0,63.75
0.08,0,0.0,6,320,180,6,6.02,10,0,25595,0,52.5
0.12,1,0.5,9,320,180,6,5.98,18,0,38212,1,49.17
0.08,3,0.33,7,320,180,6,6.01,8,1,27513,1,47.83
0.07,4,0.57,12,320,180,4,4.0,132,2,58984,2,76.75
0.05,0,0.0,6,320,180,5,4.94,15,0,19759,1,66.8
0.05,1,0.2,9,320,180,6,5.94,14,0,39653,2,54.33
0.07,3,0.37,7,320,180,6,6.13,26,0,28994,0,55.83
0.06,2,0.0,9,320,180,7,5.97,6,0,32658,2,52.0
0.05,3,0.37,11,320,180,6,5.98,29,0,48543,2,47.67
0.04,1,0.16,10,320,180,7,7.07,63,0,39057,1,56.29
0.04,1,0.14,8,320,180,6,5.98,37,0,42658,1,49.5
0.05,1,0.14,10,320,180,7,6.85,20,0,49510,3,46.29
0.04,2,0.33,9,320,180,6,5.12,37,0,44950,2,50.8
0.04,3,0.27,10,320,180,6,6.01,95,0,41140,1,52.83
0.05,1,0.2,8,320,180,2,2.88,153,1,58062,1,61.67
0.05,1,0.11,6,320,180,4,3.11,27,0,47204,1,44.0
0.05,3,0.0,8,320,180,5,5.04,44,0,33889,2,93.8
0.07,0,0.0,8,320,180,3,1.99,214,1,55263,0,50.5
0.08,1,0.2,6,320,180,3,3.01,12,0,27504,2,97.0
0.07,4,0.5,5,320,180,5,4.97,8,0,13360,0,70.6
0.1,0,0.0,7,320,180,7,7.05,8,0,29717,0,50.57
0.09,2,0.5,10,320,180,6,5.97,17,0,34074,2,51.67
0.07,4,0.5,10,320,180,6,5.97,31,1,41817,2,52.5
0.06,0,0.0,11,320,180,6,5.98,107,0,60780,1,64.33
0.05,5,0.55,16,320,180,6,6.07,22,0,45314,3,74.17
0.07,6,0.5,14,320,180,7,6.97,59,0,59469,3,67.57
0.07,2,0.28,9,320,180,6,5.99,21,0,29295,2,54.17
0.06,0,0.0,8,320,180,6,6.03,15,0,30807,1,52.17
0.06,5,0.5,14,320,180,6,5.82,46,0,55941,2,46.33
0.05,0,0.0,11,320,180,6,5.14,50,0,39643,1,57.0
0.07,3,0.33,8,320,180,6,5.99,45,2,39467,0,51.0
0.08,2,0.25,11,320,180,3,3.0,128,3,61565,3,53.0
0.07,0,0.0,8,320,180,6,6.03,32,0,34593,1,73.0
0.05,2,0.25,10,320,180,6,5.95,33,0,27510,1,61.0
0.07,2,0.4,10,320,180,7,7.03,32,0,45109,2,53.29
0.07,2,0.4,7,320,180,6,6.0,30,1,35183,0,51.5
0.07,0,0.0,12,320,180,4,3.01,118,3,63120,2,58.33
0.05,6,0.0,8,320,180,6,5.77,40,3,30727,0,73.33
0.06,3,0.37,7,320,180,6,5.16,9,0,32010,2,53.2
0.06,2,0.33,9,320,180,6,6.02,26,0,32451,2,60.5
0.05,1,0.14,9,320,180,7,7.02,20,0,38780,1,49.86
0.04,1,0.14,8,320,180,5,5.01,18,0,38146,2,48.8
0.04,3,0.5,9,320,180,5,3.94,60,0,47450,3,46.0
0.03,1,0.14,10,320,180,1,0.0,753,0,86136,0,0.0
0.04,0,0.0,2,320,180,1,1.0,5,0,17119,1,64.0
0.04,3,0.33,9,320,180,1,0.0,244,0,77760,1,0.0
0.04,0,0.0,2,320,180,2,1.0,59,0,16398,0,67.0
0.12,0,0.0,5,320,180,1,0.0,400,0,41215,0,0.0
0.12,4,0.8,0,320,180,2,0.0,0,0,0,0,0.0
0.12,0,0.0,3,320,180,1,0.99,63,0,19323,1,127.0
0.12,1,0.2,6,320,180,1,2.01,198,0,46488,0,140.5
0.12,0,0.0,1,320,180,1,0.97,13,0,7111,0,153.0
0.15,0,0.0,8,320,180,1,2.04,171,2,66256,0,54.5
0.17,0,0.0,8,320,180,2,0.0,877,3,69523,0,0.0
0.17,0,0.0,2,320,180,3,0.99,75,3,16145,0,39.0
0.15,1,0.1,7,320,180,4,0.0,517,0,58009,0,0.0
0.15,0,0.0,0,320,180,3,0.0,0,0,0,0,0.0
0.22,0,0.0,4,320,180,4,1.01,3,0,29502,2,208.0
0.22,4,0.5,0,320,180,4,0.0,0,0,0,0,0.0
0.22,0,0.0,0,320,180,5,0.0,0,0,0,0,0.0
0.26,0,0.0,1,320,180,5,0.98,9,0,6329,0,174.0
0.26,0,0.0,10,320,180,1,1.03,34,0,27309,0,149.0
0.26,0,0.0,0,320,180,1,0.0,0,0,0,0,0.0
0.24,0,0.0,5,320,180,1,1.89,95,0,35575,1,162.5
0.23,0,0.0,6,320,180,1,3.18,102,0,43378,0,149.67
0.23,0,0.0,7,320,180,1,3.94,65,0,36900,1,175.75
0.23,2,0.5,6,320,180,4,3.06,6,0,31859,2,140.33
0.22,3,0.43,5,320,180,4,3.96,6,0,28609,1,133.5
0.2,1,0.2,7,320,180,5,4.01,61,0,40975,2,150.75
0.17,1,0.0,7,320,180,5,4.98,21,0,41371,1,134.2
0.15,2,0.28,9,320,180,5,5.0,70,0,50770,0,152.4
0.13,2,0.0,9,320,180,4,1.0,388,3,79094,1,27.0
0.12,1,0.16,6,320,180,5,0.0,745,4,43098,2,0.0
